Marea,Planta,Embarcacion,Bodega,% Llenado,TDC-Desc,TVN,año,temporada_año,# Calas
144468,SUPE,TASA 218,Tradicional,92.0,19.0,21.84,2019,2019-I,2
144455,SUPE,TASA 23,Tradicional,63.0,19.0,23.77,2019,2019-I,3
144487,SUPE,TASA 34,Tradicional,43.0,15.0,21.87,2019,2019-I,1
144381,SUPE,MALAGA 1,Tradicional,76.0,13.0,21.91,2019,2019-I,2
144378,SUPE,COQUI IX,Tradicional,53.0,13.0,22.59,2019,2019-I,2
144388,SUPE,COQUI VI,Tradicional,86.0,11.0,19.34,2019,2019-I,2
144384,SUPE,COQUI II,Tradicional,93.0,10.0,21.02,2019,2019-I,2
144475,SUPE,TASA 220,Tradicional,93.0,9.0,23.56,2019,2019-I,1
144376,SUPE,SAN JUDAS,Tradicional,48.0,8.0,22.91,2019,2019-I,1
144497,VEGUETA,TASA 17,Tradicional,84.0,12.0,24.16,2019,2019-I,1
144461,VEGUETA,NUEVA ESPERANZA,Tradicional,93.0,12.0,25.12,2019,2019-I,1
144478,VEGUETA,TEO,Tradicional,91.0,14.0,29.45,2019,2019-I,2
144465,VEGUETA,MODESTO 3,Tradicional,96.0,11.0,20.97,2019,2019-I,2
144504,VEGUETA,JAVIER,Tradicional,122.0,11.0,24.04,2019,2019-I,3
144458,VEGUETA,AURELIA,Tradicional,83.0,9.0,19.28,2019,2019-I,1
144477,VEGUETA,HUACHO 9,Tradicional,80.0,9.0,17.05,2019,2019-I,2
144495,VEGUETA,MODESTO 6,Tradicional,99.0,8.0,18.29,2019,2019-I,2
144449,VEGUETA,TASA 32,Tradicional,64.0,8.0,17.05,2019,2019-I,2
144463,VEGUETA,TINO,Tradicional,67.0,7.0,17.06,2019,2019-I,2
144462,VEGUETA,SANTA ROSA,Tradicional,110.00000000000001,7.0,16.22,2019,2019-I,2
144486,VEGUETA,TASA 38,Tradicional,87.0,5.0,16.71,2019,2019-I,1
144460,VEGUETA,RIMAC,Tradicional,91.0,6.0,16.42,2019,2019-I,1
144383,VEGUETA,ZORRITOS 2,Tradicional,45.0,22.0,34.85,2019,2019-I,2
144451,CALLAO,TASA 210,Tradicional,92.0,7.0,16.63,2019,2019-I,1
144457,CALLAO,TASA 36,Tradicional,82.0,8.0,15.49,2019,2019-I,2
144476,CALLAO,TASA 37,Tradicional,88.0,7.0,16.17,2019,2019-I,1
144482,CALLAO,TASA 310,Tradicional,91.0,9.0,16.75,2019,2019-I,2
144450,CALLAO,TASA 111,Tradicional,95.0,9.0,19.01,2019,2019-I,1
144447,CALLAO,TASA 21,Tradicional,94.0,9.0,18.54,2019,2019-I,1
144485,CALLAO,TASA 31,Tradicional,74.0,11.0,22.71,2019,2019-I,2
144454,CALLAO,TASA 426,Tradicional,69.0,14.0,22.53,2019,2019-I,3
144470,CALLAO,TASA 315,Tradicional,98.0,16.0,22.39,2019,2019-I,3
144390,CALLAO,TASA 44,Frio,24.0,35.0,21.83,2019,2019-I,3
144448,CALLAO,TASA 22,Tradicional,93.0,17.0,23.29,2019,2019-I,2
144484,CALLAO,TASA 35,Tradicional,95.0,20.0,31.82,2019,2019-I,3
144479,CALLAO,TASA 314,Tradicional,92.0,22.0,30.14,2019,2019-I,3
144453,CALLAO,TASA 424,Tradicional,97.0,23.0,31.09,2019,2019-I,2
144493,PISCO NORTE,TASA 418,Tradicional,26.0,6.0,18.47,2019,2019-I,1
144452,PISCO NORTE,TASA 417,Tradicional,42.0,9.0,25.13,2019,2019-I,2
144469,PISCO NORTE,TASA 415,Tradicional,13.0,8.0,28.91,2019,2019-I,1
144491,PISCO NORTE,TASA 414,Tradicional,15.0,9.0,32.64,2019,2019-I,1
144529,MALABRIGO,TASA 52,Frio,56.00000000000001,9.0,17.98,2019,2019-I,4
144509,MALABRIGO,BENDICION DE MI MADRE,Tradicional,83.0,5.0,17.78,2019,2019-I,1
144483,MALABRIGO,TASA 41,Frio,71.0,11.0,20.64,2019,2019-I,4
144583,MALABRIGO,MILAGRO DE LUREN III,Tradicional,67.0,10.0,21.59,2019,2019-I,2
144442,MALABRIGO,TASA 427,Frio,72.0,21.0,19.67,2019,2019-I,5
144427,MALABRIGO,TASA 42,Frio,72.0,32.0,17.07,2019,2019-I,6
144502,MALABRIGO,MILAGRO DE LUREN 3,Tradicional,91.0,12.0,20.28,2019,2019-I,2
144561,MALABRIGO,TASA 51,Frio,66.0,15.0,19.94,2019,2019-I,5
144545,MALABRIGO,TASA 71,Frio,70.0,17.0,20.059,2019,2019-I,6
144528,MALABRIGO,TASA 55,Frio,73.0,18.0,23.6,2019,2019-I,5
144549,MALABRIGO,TASA 419,Frio,68.0,18.0,17.007,2019,2019-I,6
144548,MALABRIGO,TASA 57,Frio,60.0,20.0,21.49,2019,2019-I,6
144542,CHIMBOTE,MACABI 9,Tradicional,8.0,9.0,28.24,2019,2019-I,1
144438,CHIMBOTE,TERESA,Tradicional,21.0,7.0,23.08,2019,2019-I,1
144539,CHIMBOTE,MACABI 10,Tradicional,41.0,7.0,31.26,2019,2019-I,1
144519,CHIMBOTE,DON TOMAS,Tradicional,27.0,9.0,23.83,2019,2019-I,1
144525,CHIMBOTE,CARLOS Y EDUARDO,Tradicional,12.0,6.0,23.16,2019,2019-I,1
144521,CHIMBOTE,PALMAR-2,Tradicional,26.0,9.0,24.36,2019,2019-I,1
144510,CHIMBOTE,TASA 53,Frio,68.0,17.0,21.1,2019,2019-I,5
144512,CHIMBOTE,TASA 58,Frio,69.0,17.0,21.28,2019,2019-I,5
144533,CHIMBOTE,TASA 38,Tradicional,6.0,8.0,24.13,2019,2019-I,1
144516,CHIMBOTE,MI JESUS SANTOS,Tradicional,24.0,10.0,23.65,2019,2019-I,1
144543,CHIMBOTE,TASA 420,Tradicional,7.000000000000001,13.0,18.13,2019,2019-I,1
144547,CHIMBOTE,TASA 32,Tradicional,6.0,6.0,25.56,2019,2019-I,1
144508,CHIMBOTE,TASA 59,Frio,66.0,16.0,25.71,2019,2019-I,5
144566,SAMANCO,TASA 17,Tradicional,30.0,8.0,19.59,2019,2019-I,2
144507,SAMANCO,TASA 56,Frio,74.0,19.0,18.23,2019,2019-I,5
144571,SUPE,TASA 314,Tradicional,16.0,12.0,21.01,2019,2019-I,2
144490,SUPE,TASA 425,Frio,50.0,40.0,20.05,2019,2019-I,4
144578,SUPE,MALAGA 1,Tradicional,23.0,19.0,26.1,2019,2019-I,1
144579,SUPE,COQUI VI,Tradicional,28.999999999999996,16.0,26.12,2019,2019-I,1
144580,SUPE,SAN JUDAS,Tradicional,10.0,18.0,23.54,2019,2019-I,1
144588,SUPE,COQUI XII,Tradicional,9.0,17.0,20.41,2019,2019-I,2
144582,SUPE,COQUI II,Tradicional,18.0,15.0,24.97,2019,2019-I,1
144586,SUPE,SAN JUDAS II,Tradicional,40.0,17.0,21.65,2019,2019-I,2
144555,SUPE,SANTA ROSA,Tradicional,54.0,14.0,21.2,2019,2019-I,2
144587,SUPE,COQUI X,Tradicional,35.0,13.0,20.73,2019,2019-I,3
144489,VEGUETA,TASA 43,Frio,23.0,39.0,23.0,2019,2019-I,4
144564,VEGUETA,NUEVA ESPERANZA,Tradicional,95.0,11.0,24.74,2019,2019-I,1
144480,VEGUETA,TASA 54,Frio,43.0,38.0,19.52,2019,2019-I,6
144492,VEGUETA,TASA 45,Frio,82.0,35.0,20.05,2019,2019-I,4
144589,VEGUETA,SANDRINA,Tradicional,95.0,15.0,24.25,2019,2019-I,3
144554,VEGUETA,AURELIA,Tradicional,14.000000000000002,6.0,20.07,2019,2019-I,1
144532,VEGUETA,TASA 111,Tradicional,28.000000000000004,14.0,23.42,2019,2019-I,3
144544,VEGUETA,TASA 21,Tradicional,17.0,8.0,20.73,2019,2019-I,2
144530,VEGUETA,TASA 310,Tradicional,24.0,13.0,19.55,2019,2019-I,2
144534,VEGUETA,TASA 426,Tradicional,44.0,14.0,18.75,2019,2019-I,5
144562,VEGUETA,TEO,Tradicional,66.0,6.0,16.13,2019,2019-I,1
144556,VEGUETA,JAVIER,Tradicional,36.0,6.0,18.75,2019,2019-I,1
144552,CALLAO,MODESTO 6,Tradicional,54.0,10.0,19.61,2019,2019-I,2
144436,CALLAO,MODESTO 7,Tradicional,38.0,7.0,19.29,2019,2019-I,1
144581,CALLAO,COQUI IX,Tradicional,54.0,5.0,17.79,2019,2019-I,1
144553,CALLAO,HUACHO 9,Tradicional,31.0,11.0,20.45,2019,2019-I,2
144550,CALLAO,RIMAC,Tradicional,25.0,12.0,20.16,2019,2019-I,2
144576,CALLAO,CARMEN JUDITH 5,Tradicional,28.000000000000004,11.0,18.33,2019,2019-I,2
144536,CALLAO,TASA 37,Tradicional,47.0,13.0,22.3,2019,2019-I,3
144535,CALLAO,TASA 210,Tradicional,48.0,14.0,23.82,2019,2019-I,2
144531,CALLAO,TASA 36,Tradicional,30.0,13.0,19.79,2019,2019-I,3
144574,CALLAO,CARMEN JUDITH 2,Tradicional,10.0,6.0,16.24,2019,2019-I,1
144551,CALLAO,MODESTO 3,Tradicional,46.0,10.0,18.94,2019,2019-I,2
144575,CALLAO,CARMEN JUDITH 4,Tradicional,18.0,13.0,25.08,2019,2019-I,2
144537,CALLAO,TASA 31,Tradicional,47.0,13.0,20.81,2019,2019-I,4
144567,CALLAO,TASA 22,Tradicional,28.999999999999996,10.0,18.66,2019,2019-I,2
144599,CALLAO,CARMEN JUDITH 3,Tradicional,25.0,7.0,18.6,2019,2019-I,1
144585,CALLAO,TASA 424,Tradicional,21.0,10.0,18.34,2019,2019-I,3
144526,CALLAO,BENDICION DEL SEÑOR,Tradicional,69.0,10.0,18.92,2019,2019-I,2
144558,CALLAO,TASA 44,Frio,38.0,15.0,18.17,2019,2019-I,4
144570,CALLAO,TASA 35,Tradicional,22.0,11.0,25.69,2019,2019-I,1
144563,CALLAO,TASA 315,Tradicional,48.0,14.0,23.91,2019,2019-I,2
144607,MALABRIGO,TASA 41,Frio,26.0,7.0,17.11,2019,2019-I,3
144624,MALABRIGO,TASA 71,Frio,52.0,8.0,16.84,2019,2019-I,3
144584,MALABRIGO,MOISES I,Tradicional,95.0,7.0,17.25,2019,2019-I,2
144644,MALABRIGO,TASA 57,Frio,19.0,7.0,16.01,2019,2019-I,2
144602,MALABRIGO,TASA 42,Frio,41.0,10.0,18.85,2019,2019-I,4
144540,MALABRIGO,TASA 220,Tradicional,43.0,10.0,22.06,2019,2019-I,2
144640,MALABRIGO,TASA 419,Frio,43.0,11.0,18.57,2019,2019-I,3
144657,MALABRIGO,MILAGRO DE LUREN 3,Tradicional,95.0,11.0,19.07,2019,2019-I,1
144635,MALABRIGO,TASA 51,Frio,28.999999999999996,13.0,20.5,2019,2019-I,3
144541,MALABRIGO,MACABI 5,Tradicional,94.0,12.0,19.41,2019,2019-I,4
144565,MALABRIGO,TASA 34,Tradicional,25.0,14.0,20.28,2019,2019-I,4
144568,MALABRIGO,TASA 23,Tradicional,18.0,14.0,21.35,2019,2019-I,3
144601,MALABRIGO,TASA 52,Frio,20.0,16.0,19.69,2019,2019-I,5
144590,MALABRIGO,TASA 427,Frio,24.0,16.0,19.15,2019,2019-I,3
144658,MALABRIGO,MILAGRO DE LUREN III,Tradicional,23.0,4.0,20.24,2019,2019-I,1
144637,MALABRIGO,TASA 55,Frio,9.0,12.0,19.79,2019,2019-I,2
144538,MALABRIGO,MACABI 1,Tradicional,81.0,14.0,20.075,2019,2019-I,3
144594,MALABRIGO,MACABI 9,Tradicional,86.0,15.0,20.36,2019,2019-I,3
144595,MALABRIGO,MACABI 10,Tradicional,79.0,18.0,27.02,2019,2019-I,3
144650,CHIMBOTE,TASA 425,Frio,5.0,10.0,24.61,2019,2019-I,1
144608,CHIMBOTE,TASA 17,Tradicional,5.0,13.0,18.22,2019,2019-I,2
144642,CHIMBOTE,TASA 54,Frio,14.000000000000002,11.0,20.95,2019,2019-I,2
144603,CHIMBOTE,TASA 58,Frio,20.0,16.0,19.06,2019,2019-I,4
144569,CHIMBOTE,TASA 218,Tradicional,32.0,14.0,23.12,2019,2019-I,3
144614,CHIMBOTE,TASA 53,Frio,28.999999999999996,14.0,20.81,2019,2019-I,3
144636,CHIMBOTE,TASA 420,Tradicional,30.0,11.0,20.64,2019,2019-I,2
144638,CHIMBOTE,TASA 32,Tradicional,27.0,13.0,17.39,2019,2019-I,1
144670,CHIMBOTE,EL MESIAS,Tradicional,20.0,7.0,17.5,2019,2019-I,1
144527,CHIMBOTE,CRISTO TE AMA YE,Tradicional,10.0,7.0,21.18,2019,2019-I,1
144605,CHIMBOTE,TASA 38,Tradicional,49.0,12.0,24.02,2019,2019-I,4
144613,CHIMBOTE,TASA 56,Frio,9.0,8.0,19.69,2019,2019-I,1
144668,CHIMBOTE,MI BERTITA,Tradicional,9.0,6.0,19.94,2019,2019-I,1
144514,CHIMBOTE,GUIAME MADRE MIA,Tradicional,7.000000000000001,5.0,20.85,2019,2019-I,1
144598,CHIMBOTE,MI JESUS SANTOS,Tradicional,24.0,6.0,20.31,2019,2019-I,1
144523,CHIMBOTE,ROSA MARIA MS 1,Tradicional,62.0,5.0,19.36,2019,2019-I,1
144430,CHIMBOTE,ROSA MARIA MS 4,Tradicional,32.0,8.0,20.92,2019,2019-I,1
144517,CHIMBOTE,MI JUAN,Tradicional,64.0,7.0,18.03,2019,2019-I,2
144667,CHIMBOTE,MI JOSUE,Tradicional,28.999999999999996,8.0,16.6,2019,2019-I,2
144513,CHIMBOTE,ISABEL II,Tradicional,26.0,8.0,21.21,2019,2019-I,2
144610,SUPE,TASA 426,Tradicional,23.0,16.0,24.38,2019,2019-I,1
144600,SUPE,TASA 61,Frio,23.0,17.0,15.78,2019,2019-I,3
144623,SUPE,TASA 22,Tradicional,49.0,16.0,21.62,2019,2019-I,3
144653,SUPE,TASA 35,Tradicional,32.0,12.0,23.48,2019,2019-I,1
144609,SUPE,TASA 310,Tradicional,56.99999999999999,14.0,26.74,2019,2019-I,3
144615,VEGUETA,TASA 45,Frio,28.999999999999996,17.0,20.19,2019,2019-I,3
144659,VEGUETA,TASA 44,Frio,18.0,15.0,21.1,2019,2019-I,1
144617,VEGUETA,AURELIA,Tradicional,41.0,11.0,24.25,2019,2019-I,1
144604,VEGUETA,TASA 111,Tradicional,66.0,16.0,30.2,2019,2019-I,2
144618,VEGUETA,SANDRINA,Tradicional,69.0,14.0,28.75,2019,2019-I,2
144612,VEGUETA,TASA 36,Tradicional,52.0,15.0,30.92,2019,2019-I,4
144639,VEGUETA,TASA 424,Tradicional,17.0,14.0,28.64,2019,2019-I,3
144621,VEGUETA,TASA 31,Tradicional,31.0,14.0,26.82,2019,2019-I,2
144611,VEGUETA,TASA 37,Tradicional,76.0,13.0,25.53,2019,2019-I,3
144606,VEGUETA,TASA 210,Tradicional,39.0,11.0,20.25,2019,2019-I,2
144616,VEGUETA,TASA 21,Tradicional,37.0,12.0,18.75,2019,2019-I,2
144619,VEGUETA,JAVIER,Tradicional,11.0,8.0,15.83,2019,2019-I,1
144641,VEGUETA,NUEVA ESPERANZA,Tradicional,73.0,9.0,18.75,2019,2019-I,1
144664,CALLAO,MARCO ANTONIO,Tradicional,95.0,7.0,15.87,2019,2019-I,1
144625,CALLAO,MODESTO 3,Tradicional,100.0,6.0,15.72,2019,2019-I,2
144627,CALLAO,MODESTO 7,Tradicional,95.0,7.0,15.44,2019,2019-I,2
144661,CALLAO,BENDICION DEL SEÑOR,Tradicional,99.0,6.0,14.95,2019,2019-I,2
144630,CALLAO,CARMEN JUDITH 3,Tradicional,83.0,5.0,16.83,2019,2019-I,1
144632,CALLAO,CARMEN JUDITH 5,Tradicional,39.0,8.0,16.46,2019,2019-I,2
144669,CALLAO,VIRGEN DE LAS MERCEDES,Tradicional,55.00000000000001,9.0,17.13,2019,2019-I,3
144660,CALLAO,RIMAC,Tradicional,79.0,11.0,17.83,2019,2019-I,3
144577,CALLAO,ZORRITOS 2,Tradicional,41.0,11.0,18.7,2019,2019-I,4
144666,CALLAO,SALVADOR I,Tradicional,94.0,11.0,19.6,2019,2019-I,3
144626,CALLAO,MODESTO 6,Tradicional,67.0,12.0,20.21,2019,2019-I,2
144646,CALLAO,COQUI II,Tradicional,12.0,8.0,19.42,2019,2019-I,1
144648,CALLAO,SAN JUDAS II,Tradicional,20.0,7.0,19.33,2019,2019-I,1
144628,CALLAO,CARMEN JUDITH 2,Tradicional,63.0,13.0,24.87,2019,2019-I,2
144652,CALLAO,SAN JUDAS,Tradicional,28.999999999999996,10.0,19.64,2019,2019-I,1
144651,CALLAO,COQUI XII,Tradicional,11.0,9.0,21.29,2019,2019-I,1
144662,CALLAO,AURORA MARGARITA,Tradicional,22.0,13.0,23.77,2019,2019-I,2
144622,CALLAO,HUACHO 9,Tradicional,37.0,10.0,22.22,2019,2019-I,1
144620,CALLAO,TEO,Tradicional,86.0,15.0,27.02,2019,2019-I,3
144631,CALLAO,CARMEN JUDITH 4,Tradicional,15.0,15.0,23.54,2019,2019-I,2
144682,MALABRIGO,TASA 34,Tradicional,11.0,5.0,20.02,2019,2019-I,1
144655,MALABRIGO,BENDICION DE MI MADRE,Tradicional,100.0,5.0,15.84,2019,2019-I,2
144732,MALABRIGO,MOISES I,Tradicional,99.0,6.0,19.17,2019,2019-I,2
144752,MALABRIGO,MILAGRO DE LUREN 3,Tradicional,95.0,7.0,20.27,2019,2019-I,1
144691,MALABRIGO,TASA 41,Frio,65.0,13.0,17.14,2019,2019-I,4
144671,MALABRIGO,TASA 59,Frio,32.0,12.0,16.54,2019,2019-I,4
144692,MALABRIGO,TASA 57,Frio,23.0,13.0,17.68,2019,2019-I,2
144699,MALABRIGO,TASA 52,Frio,15.0,15.0,17.03,2019,2019-I,4
144719,MALABRIGO,TASA 419,Frio,12.0,15.0,16.88,2019,2019-I,2
144696,MALABRIGO,TASA 42,Frio,39.0,15.0,17.4,2019,2019-I,3
144643,MALABRIGO,TASA 43,Frio,21.0,16.0,18.85,2019,2019-I,3
144688,MALABRIGO,TASA 23,Tradicional,34.0,16.0,16.92,2019,2019-I,2
144693,MALABRIGO,TASA 54,Frio,22.0,13.0,18.09,2019,2019-I,1
144675,MALABRIGO,TASA 220,Tradicional,21.0,17.0,16.59,2019,2019-I,1
144676,MALABRIGO,TASA 56,Frio,7.000000000000001,13.0,16.63,2019,2019-I,1
144730,MALABRIGO,TASA 51,Frio,27.0,20.0,20.59,2019,2019-I,2
144694,MALABRIGO,TASA 71,Frio,35.0,21.0,16.71,2019,2019-I,4
144681,MALABRIGO,TASA 53,Frio,4.0,15.0,19.2,2019,2019-I,1
144758,MALABRIGO,MACABI 5,Tradicional,51.0,15.0,24.44,2019,2019-I,1
144748,MALABRIGO,MACABI 9,Tradicional,27.0,15.0,25.9,2019,2019-I,1
144724,MALABRIGO,TASA 55,Frio,4.0,16.0,22.06,2019,2019-I,1
144749,MALABRIGO,MACABI 10,Tradicional,37.0,18.0,29.54,2019,2019-I,2
144715,MALABRIGO,TASA 427,Frio,34.0,23.0,21.41,2019,2019-I,3
144698,MALABRIGO,TASA 425,Frio,25.0,17.0,20.83,2019,2019-I,2
144764,CHIMBOTE,JORGE II,Tradicional,81.0,6.0,19.8,2019,2019-I,1
144707,CHIMBOTE,TASA 218,Tradicional,7.000000000000001,10.0,23.36,2019,2019-I,1
144745,CHIMBOTE,JESUS ES LUZ Y VIDA 2,Tradicional,79.0,9.0,22.19,2019,2019-I,1
144765,CHIMBOTE,PALMAR-2,Tradicional,52.0,8.0,20.92,2019,2019-I,1
144735,CHIMBOTE,GUIAME MADRE MIA,Tradicional,15.0,6.0,21.0,2019,2019-I,1
144695,CHIMBOTE,TASA 17,Tradicional,19.0,12.0,23.36,2019,2019-I,2
144738,CHIMBOTE,ROSA MARIA MS 4,Tradicional,78.0,8.0,18.33,2019,2019-I,2
144759,CHIMBOTE,MODESTO,Tradicional,7.000000000000001,7.0,20.49,2019,2019-I,1
144739,CHIMBOTE,MI JUAN,Tradicional,100.0,9.0,22.16,2019,2019-I,2
144520,CHIMBOTE,VICTORIA,Tradicional,19.0,9.0,19.12,2019,2019-I,2
144744,CHIMBOTE,CRISTO TE AMA YE,Tradicional,54.0,9.0,21.63,2019,2019-I,1
144736,CHIMBOTE,MI JESUS SANTOS,Tradicional,98.0,6.0,20.25,2019,2019-I,1
144737,CHIMBOTE,ROSA MARIA MS 1,Tradicional,132.0,7.0,19.99,2019,2019-I,2
144678,CHIMBOTE,TASA 38,Tradicional,8.0,8.0,18.93,2019,2019-I,1
144740,CHIMBOTE,MI JOSUE,Tradicional,78.0,5.0,18.54,2019,2019-I,1
144757,CHIMBOTE,DON TOMAS,Tradicional,54.0,8.0,17.73,2019,2019-I,2
144762,SUPE,AMAZONAS 8,Tradicional,60.0,15.0,29.02,2019,2019-I,2
144673,SUPE,TASA 417,Tradicional,61.0,11.0,17.48,2019,2019-I,2
144761,SUPE,DON FRANCISCO,Tradicional,60.0,14.0,26.09,2019,2019-I,3
144778,SUPE,BEATITA DE HUMAY III,Tradicional,43.0,12.0,26.4,2019,2019-I,1
144679,SUPE,TASA 37,Tradicional,53.0,12.0,21.29,2019,2019-I,2
144677,SUPE,TASA 21,Tradicional,56.00000000000001,12.0,24.54,2019,2019-I,2
144742,VEGUETA,MI BERTITA,Tradicional,74.0,9.0,19.96,2019,2019-I,2
144687,VEGUETA,TASA 31,Tradicional,35.0,16.0,33.68,2019,2019-I,3
144663,VEGUETA,TASA 315,Tradicional,72.0,16.0,33.17,2019,2019-I,3
144634,VEGUETA,TASA 412,Tradicional,57.99999999999999,14.0,23.69,2019,2019-I,2
144753,VEGUETA,TASA 426,Tradicional,61.0,13.0,22.85,2019,2019-I,2
144633,VEGUETA,TASA 413,Tradicional,28.000000000000004,13.0,20.79,2019,2019-I,2
144629,VEGUETA,TASA 414,Tradicional,45.0,11.0,23.21,2019,2019-I,2
144690,VEGUETA,TASA 418,Tradicional,64.0,11.0,20.8,2019,2019-I,2
144689,VEGUETA,TASA 415,Tradicional,23.0,10.0,23.44,2019,2019-I,2
144726,VEGUETA,TASA 36,Tradicional,79.0,10.0,18.05,2019,2019-I,2
144685,VEGUETA,TASA 210,Tradicional,10.0,10.0,18.78,2019,2019-I,1
144686,VEGUETA,TASA 424,Tradicional,7.000000000000001,9.0,18.29,2019,2019-I,1
144709,CALLAO,RIMAC,Tradicional,78.0,7.0,18.03,2019,2019-I,1
144727,CALLAO,HUACHO 9,Tradicional,30.0,5.0,18.44,2019,2019-I,2
144649,CALLAO,COQUI VI,Tradicional,90.0,4.0,16.04,2019,2019-I,1
144708,CALLAO,MODESTO 6,Tradicional,68.0,4.0,16.09,2019,2019-I,1
144704,CALLAO,MODESTO 7,Tradicional,80.0,4.0,15.13,2019,2019-I,1
144713,CALLAO,SAN JUDAS,Tradicional,48.0,3.0,15.51,2019,2019-I,1
144714,CALLAO,SAN JUDAS II,Tradicional,98.0,8.0,20.29,2019,2019-I,2
144702,CALLAO,TINO,Tradicional,21.0,7.0,19.27,2019,2019-I,2
144706,CALLAO,MODESTO 3,Tradicional,91.0,4.0,15.16,2019,2019-I,1
144665,CALLAO,ANTICA B,Tradicional,43.0,9.0,21.19,2019,2019-I,2
144728,CALLAO,TEO,Tradicional,56.99999999999999,9.0,21.94,2019,2019-I,2
144723,CALLAO,SALVADOR I,Tradicional,97.0,10.0,22.11,2019,2019-I,2
144756,CALLAO,SANTA ROSA,Tradicional,76.0,11.0,21.99,2019,2019-I,2
144711,CALLAO,CARMEN JUDITH 3,Tradicional,25.0,12.0,22.96,2019,2019-I,3
144729,CALLAO,CARMEN JUDITH 4,Tradicional,24.0,11.0,22.97,2019,2019-I,2
144712,CALLAO,CARMEN JUDITH 5,Tradicional,33.0,13.0,22.43,2019,2019-I,3
144524,CALLAO,DON TEOFILO,Tradicional,21.0,6.0,19.55,2019,2019-I,1
144701,CALLAO,ZORRITOS 2,Tradicional,45.0,14.0,24.22,2019,2019-I,4
144710,CALLAO,CARMEN JUDITH 2,Tradicional,53.0,13.0,22.22,2019,2019-I,3
144716,CALLAO,COQUI II,Tradicional,37.0,13.0,23.33,2019,2019-I,3
144725,CALLAO,BENDICION DEL SEÑOR,Tradicional,52.0,15.0,26.65,2019,2019-I,2
144766,CALLAO,MALAGA 1,Tradicional,23.0,11.0,22.99,2019,2019-I,3
144717,CALLAO,COQUI XII,Tradicional,27.0,10.0,20.44,2019,2019-I,1
144597,CALLAO,CARLOS Y EDUARDO,Tradicional,19.0,9.0,19.25,2019,2019-I,1
144722,CALLAO,MARCO ANTONIO,Tradicional,93.0,15.0,27.1,2019,2019-I,2
144720,CALLAO,VIRGEN DE LAS MERCEDES,Tradicional,15.0,16.0,27.91,2019,2019-I,2
144721,CALLAO,AURORA MARGARITA,Tradicional,92.0,16.0,27.78,2019,2019-I,3
144776,MALABRIGO,TASA 419,Frio,75.0,9.0,16.78,2019,2019-I,2
144781,MALABRIGO,TASA 42,Frio,68.0,8.0,16.26,2019,2019-I,3
144773,MALABRIGO,TASA 41,Frio,60.0,11.0,21.2,2019,2019-I,3
144816,MALABRIGO,TASA 51,Frio,62.0,9.0,22.05,2019,2019-I,4
144783,MALABRIGO,TASA 56,Frio,64.0,13.0,18.17,2019,2019-I,3
144856,MALABRIGO,MILAGRO DE CHALPON,Tradicional,28.000000000000004,14.0,23.64,2019,2019-I,2
144771,MALABRIGO,TASA 43,Frio,6.0,8.0,19.13,2019,2019-I,1
144852,MALABRIGO,BENDICION DE MI MADRE,Tradicional,54.0,7.0,26.6,2019,2019-I,1
144683,MALABRIGO,TASA 58,Frio,37.0,15.0,23.27,2019,2019-I,3
144823,MALABRIGO,TASA 425,Frio,24.0,13.0,17.33,2019,2019-I,3
144857,MALABRIGO,MILAGRO DE LUREN III,Tradicional,9.0,9.0,22.45,2019,2019-I,1
144850,MALABRIGO,MACABI 9,Tradicional,50.0,6.0,28.36,2019,2019-I,2
144790,MALABRIGO,TASA 53,Frio,40.0,18.0,17.58,2019,2019-I,5
144777,MALABRIGO,TASA 52,Frio,60.0,20.0,22.92,2019,2019-I,7
144829,MALABRIGO,TASA 54,Frio,50.0,15.0,20.93,2019,2019-I,6
144767,MALABRIGO,TASA 59,Frio,49.0,11.0,17.69,2019,2019-I,5
144770,MALABRIGO,TASA 57,Frio,51.0,16.0,15.349,2019,2019-I,5
144788,CHIMBOTE,TASA 38,Tradicional,34.0,6.0,16.83,2019,2019-I,3
144787,CHIMBOTE,TASA 314,Tradicional,26.0,6.0,18.19,2019,2019-I,3
144786,CHIMBOTE,TASA 17,Tradicional,13.0,6.0,19.47,2019,2019-I,2
144815,CHIMBOTE,TASA 55,Frio,65.0,21.0,21.8,2019,2019-I,4
144819,CHIMBOTE,TASA 71,Frio,73.0,22.0,20.0,2019,2019-I,6
144785,CHIMBOTE,TASA 218,Tradicional,78.0,11.0,21.64,2019,2019-I,3
144835,CHIMBOTE,MI JUAN,Tradicional,17.0,6.0,18.98,2019,2019-I,1
144831,CHIMBOTE,ROSA MARIA MS 4,Tradicional,19.0,9.0,18.84,2019,2019-I,1
144834,CHIMBOTE,VICTORIA,Tradicional,20.0,5.0,15.63,2019,2019-I,1
144763,CHIMBOTE,MI JOSE LUIS N 2,Tradicional,22.0,9.0,21.98,2019,2019-I,1
144828,CHIMBOTE,DON TOMAS,Tradicional,54.0,8.0,23.23,2019,2019-I,2
144830,CHIMBOTE,ROSA MARIA MS 1,Tradicional,121.0,8.0,24.33,2019,2019-I,2
144838,CHIMBOTE,PALMAR-2,Tradicional,33.0,8.0,24.04,2019,2019-I,3
144832,CHIMBOTE,MI JESUS SANTOS,Tradicional,47.0,3.0,19.36,2019,2019-I,1
144782,CHIMBOTE,TASA 34,Tradicional,78.0,8.0,17.33,2019,2019-I,2
