Marea,Planta,Embarcacion,Bodega,% Llenado,TDC-Desc,TVN,año,temporada_año,# Calas
146040,CHIMBOTE,SANDRINA,Tradicional,95.0,8.0,18.19,2019,2019-I,3
146051,CHIMBOTE,SAN JUAN BAUTISTA 3,Tradicional,91.0,10.0,21.89,2019,2019-I,2
146065,CHIMBOTE,MI BERTITA,Tradicional,83.0,5.0,20.08,2019,2019-I,2
146050,CHIMBOTE,SANTA MARGARITA 2,Tradicional,91.0,12.0,20.2,2019,2019-I,3
146077,CHIMBOTE,VICTOR III,Tradicional,132.0,4.0,18.74,2019,2019-I,1
146078,CHIMBOTE,TEO,Tradicional,24.0,6.0,21.12,2019,2019-I,1
146055,CHIMBOTE,DON TEOFILO,Tradicional,95.0,5.0,20.18,2019,2019-I,1
145865,CHIMBOTE,MODESTO,Tradicional,82.0,13.0,24.45,2019,2019-I,3
146060,CHIMBOTE,ISABEL II,Tradicional,87.0,18.0,35.95,2019,2019-I,3
146042,CHIMBOTE,JESUS ES LUZ Y VIDA 2,Tradicional,98.0,18.0,34.58,2019,2019-I,2
146047,CHIMBOTE,CARLOS Y EDUARDO,Tradicional,82.0,22.0,33.63,2019,2019-I,2
146043,CHIMBOTE,MODESTO 6,Tradicional,56.99999999999999,12.0,24.29,2019,2019-I,2
146057,CHIMBOTE,GUIAME MADRE MIA,Tradicional,92.0,16.0,26.21,2019,2019-I,3
146076,CHIMBOTE,BENDICION DEL SEÑOR,Tradicional,98.0,20.0,33.17,2019,2019-I,3
145881,CHIMBOTE,JAVIER,Tradicional,9.0,10.0,31.87,2019,2019-I,1
146064,CHIMBOTE,DON ALFONSO,Tradicional,80.0,12.0,35.0,2019,2019-I,2
146073,CHIMBOTE,MI JOSUE,Tradicional,97.0,19.0,31.76,2019,2019-I,3
146053,CHIMBOTE,MARISOL,Tradicional,55.00000000000001,19.0,34.47,2019,2019-I,4
146041,CHIMBOTE,MI JESUS SANTOS,Tradicional,95.0,9.0,26.14,2019,2019-I,1
146110,CHIMBOTE,MODESTO 3,Tradicional,21.0,8.0,24.68,2019,2019-I,1
146039,CHIMBOTE,AURELIA,Tradicional,52.0,18.0,33.05,2019,2019-I,3
146079,CHIMBOTE,SANTA ROSA,Tradicional,25.0,12.0,30.28,2019,2019-I,2
146049,CHIMBOTE,AURORA MARGARITA,Tradicional,97.0,13.0,29.24,2019,2019-I,2
146045,CHIMBOTE,HUACHO 9,Tradicional,6.0,7.0,29.93,2019,2019-I,1
146059,CHIMBOTE,EL MESIAS,Tradicional,107.0,12.0,25.42,2019,2019-I,2
146044,CHIMBOTE,MODESTO 7,Tradicional,43.0,9.0,20.73,2019,2019-I,2
146058,CHIMBOTE,MI JOSE LUIS N 2,Tradicional,101.0,12.0,24.57,2019,2019-I,3
146052,CHIMBOTE,AURORA MARGARITA 2,Tradicional,139.0,15.0,23.05,2019,2019-I,3
146111,CHIMBOTE,DON TOMAS,Tradicional,90.0,15.0,25.61,2019,2019-I,3
146099,SAMANCO,SAN JUDAS,Tradicional,25.0,16.0,30.68,2019,2019-I,3
146100,SAMANCO,MALAGA 1,Tradicional,28.000000000000004,15.0,24.32,2019,2019-I,3
146102,SAMANCO,MACABI 10,Tradicional,39.0,13.0,24.82,2019,2019-I,2
146074,SAMANCO,COQUI II,Tradicional,39.0,11.0,21.66,2019,2019-I,2
146095,SAMANCO,SAN JUDAS II,Tradicional,60.0,14.0,27.01,2019,2019-I,3
146103,SAMANCO,MACABI 5,Tradicional,28.000000000000004,14.0,19.08,2019,2019-I,2
146097,SAMANCO,COQUI X,Tradicional,52.0,11.0,20.24,2019,2019-I,2
146101,SAMANCO,COQUI XII,Tradicional,32.0,9.0,22.59,2019,2019-I,1
146061,SAMANCO,COQUI VI,Tradicional,66.0,8.0,18.93,2019,2019-I,1
146098,SAMANCO,MACABI 9,Tradicional,55.00000000000001,10.0,17.36,2019,2019-I,2
145922,SUPE,TASA 34,Tradicional,31.0,9.0,19.65,2019,2019-I,3
146034,SUPE,TASA 315,Tradicional,17.0,9.0,21.14,2019,2019-I,3
146031,SUPE,TASA 37,Tradicional,14.000000000000002,11.0,20.23,2019,2019-I,3
145923,SUPE,TASA 111,Tradicional,63.0,11.0,19.57,2019,2019-I,3
146032,SUPE,TASA 426,Tradicional,45.0,12.0,17.27,2019,2019-I,3
145929,SUPE,TASA 417,Tradicional,9.0,12.0,17.93,2019,2019-I,2
145939,SUPE,TASA 31,Tradicional,13.0,13.0,18.71,2019,2019-I,2
145921,SUPE,TASA 23,Tradicional,20.0,13.0,17.48,2019,2019-I,2
146072,SUPE,TASA 411,Tradicional,7.000000000000001,12.0,17.14,2019,2019-I,1
146071,SUPE,TASA 416,Tradicional,14.000000000000002,12.0,19.95,2019,2019-I,1
146066,CALLAO,TASA 310,Tradicional,30.0,6.0,17.12,2019,2019-I,2
146025,CALLAO,TASA 420,Tradicional,15.0,7.0,19.35,2019,2019-I,2
146020,CALLAO,TASA 412,Tradicional,53.0,7.0,20.66,2019,2019-I,2
146024,CALLAO,TASA 418,Tradicional,34.0,8.0,18.02,2019,2019-I,2
146106,CALLAO,NUEVA ESPERANZA,Tradicional,40.0,7.0,19.65,2019,2019-I,1
146018,CALLAO,ZORRITOS 2,Tradicional,39.0,9.0,20.56,2019,2019-I,2
146021,CALLAO,TASA 414,Tradicional,24.0,9.0,20.74,2019,2019-I,2
146033,CALLAO,TASA 413,Tradicional,22.0,9.0,20.16,2019,2019-I,2
146023,CALLAO,TASA 415,Tradicional,33.0,10.0,20.33,2019,2019-I,3
146019,CALLAO,ANTICA B,Tradicional,31.0,8.0,17.0,2019,2019-I,1
146109,CALLAO,TASA 424,Tradicional,28.999999999999996,11.0,22.84,2019,2019-I,3
146070,CALLAO,CARMEN JUDITH 5,Tradicional,19.0,11.0,22.83,2019,2019-I,2
146105,CALLAO,TINO,Tradicional,55.00000000000001,10.0,20.7,2019,2019-I,1
146069,CALLAO,CARMEN JUDITH 4,Tradicional,20.0,11.0,22.49,2019,2019-I,2
146067,CALLAO,CARMEN JUDITH 2,Tradicional,9.0,10.0,19.8,2019,2019-I,1
146104,CALLAO,TASA 22,Tradicional,12.0,6.0,16.88,2019,2019-I,1
145912,CALLAO,TASA 32,Tradicional,7.000000000000001,6.0,16.08,2019,2019-I,1
146068,CALLAO,CARMEN JUDITH 3,Tradicional,31.0,12.0,23.89,2019,2019-I,2
146016,CALLAO,TASA 35,Tradicional,16.0,6.0,16.5,2019,2019-I,1
146202,MALABRIGO,MILAGRO DE CHALPON,Tradicional,82.0,8.0,18.91,2019,2019-I,1
146092,MALABRIGO,MARIA,Tradicional,92.0,6.0,21.14,2019,2019-I,1
146083,MALABRIGO,TASA 52,Frio,64.0,11.0,22.24,2019,2019-I,3
146010,MALABRIGO,TASA 54,Frio,67.0,32.0,17.29,2019,2019-I,3
146086,MALABRIGO,TASA 51,Frio,69.0,12.0,21.62,2019,2019-I,2
146205,MALABRIGO,MARIBEL,Tradicional,92.0,11.0,21.18,2019,2019-I,2
146206,MALABRIGO,MILAGRO DE LUREN 3,Tradicional,74.0,9.0,20.3,2019,2019-I,1
145954,MALABRIGO,TASA 42,Frio,72.0,35.0,19.52,2019,2019-I,4
146204,MALABRIGO,MI HERMINIA,Tradicional,65.0,10.0,20.94,2019,2019-I,1
146081,MALABRIGO,TASA 57,Frio,70.0,18.0,25.96,2019,2019-I,4
146090,MALABRIGO,MILAGRO DE LUREN III,Tradicional,90.0,13.0,22.58,2019,2019-I,2
146085,MALABRIGO,TASA 425,Frio,76.0,16.0,26.29,2019,2019-I,3
146048,MALABRIGO,TASA 53,Frio,68.0,21.0,25.59,2019,2019-I,3
146087,MALABRIGO,TASA 45,Frio,80.0,38.0,22.82,2019,2019-I,4
146006,MALABRIGO,TASA 58,Frio,66.0,46.0,24.77,2019,2019-I,4
146116,CHIMBOTE,TASA 61,Frio,4.0,13.0,24.73,2019,2019-I,2
146115,CHIMBOTE,TASA 416,Tradicional,28.000000000000004,13.0,25.58,2019,2019-I,3
146114,CHIMBOTE,TASA 411,Tradicional,16.0,13.0,25.05,2019,2019-I,2
146165,CHIMBOTE,HUACHO 9,Tradicional,13.0,14.0,27.54,2019,2019-I,1
146177,CHIMBOTE,GUIAME MADRE MIA,Tradicional,33.0,14.0,26.46,2019,2019-I,1
146166,CHIMBOTE,MODESTO 3,Tradicional,40.0,14.0,24.06,2019,2019-I,2
146163,CHIMBOTE,MI JOSE LUIS N 2,Tradicional,33.0,12.0,27.19,2019,2019-I,1
146207,CHIMBOTE,DON MARIANO,Tradicional,83.0,14.0,27.05,2019,2019-I,2
146156,CHIMBOTE,VICTOR III,Tradicional,28.999999999999996,18.0,26.99,2019,2019-I,2
146160,CHIMBOTE,MODESTO,Tradicional,12.0,13.0,25.87,2019,2019-I,1
146179,CHIMBOTE,JESUS ES LUZ Y VIDA 2,Tradicional,36.0,11.0,26.09,2019,2019-I,1
146196,CHIMBOTE,MI JUAN,Tradicional,101.0,13.0,26.49,2019,2019-I,3
146152,CHIMBOTE,SANDRINA,Tradicional,18.0,10.0,22.97,2019,2019-I,2
146178,CHIMBOTE,AURELIA,Tradicional,18.0,10.0,23.17,2019,2019-I,2
146151,CHIMBOTE,LORENA,Tradicional,43.0,13.0,27.45,2019,2019-I,3
146176,CHIMBOTE,MODESTO 6,Tradicional,20.0,11.0,26.6,2019,2019-I,1
146208,CHIMBOTE,MARIA MAGALY,Tradicional,31.0,17.0,27.25,2019,2019-I,2
146161,CHIMBOTE,AURORA MARGARITA 2,Tradicional,70.0,16.0,27.08,2019,2019-I,3
146157,CHIMBOTE,TEO,Tradicional,9.0,10.0,26.17,2019,2019-I,1
146159,CHIMBOTE,DON TEOFILO,Tradicional,37.0,16.0,26.64,2019,2019-I,2
146167,CHIMBOTE,MODESTO 7,Tradicional,56.99999999999999,10.0,26.49,2019,2019-I,2
146175,CHIMBOTE,BENDICION DEL SEÑOR,Tradicional,52.0,15.0,25.74,2019,2019-I,3
146153,CHIMBOTE,SANTA MARGARITA 2,Tradicional,5.0,14.0,26.77,2019,2019-I,1
146162,CHIMBOTE,DON TOMAS,Tradicional,41.0,14.0,26.08,2019,2019-I,2
146171,CHIMBOTE,MI JESUS SANTOS,Tradicional,59.0,9.0,24.08,2019,2019-I,1
146154,CHIMBOTE,SAN JUAN BAUTISTA 3,Tradicional,91.0,13.0,24.37,2019,2019-I,3
146164,CHIMBOTE,EL MESIAS,Tradicional,12.0,7.0,23.22,2019,2019-I,1
146173,CHIMBOTE,DON ALFONSO,Tradicional,10.0,5.0,22.39,2019,2019-I,1
146180,CHIMBOTE,MI JOSUE,Tradicional,90.0,13.0,26.3,2019,2019-I,3
146172,CHIMBOTE,MARISOL,Tradicional,21.0,13.0,26.92,2019,2019-I,2
146169,CHIMBOTE,AURORA MARGARITA,Tradicional,32.0,13.0,23.08,2019,2019-I,2
146181,CHIMBOTE,CARLOS Y EDUARDO,Tradicional,13.0,12.0,27.29,2019,2019-I,1
146201,CHIMBOTE,MANUEL EDUARDO,Tradicional,45.0,13.0,27.47,2019,2019-I,3
146193,CHIMBOTE,PALMAR-2,Tradicional,23.0,6.0,23.18,2019,2019-I,1
146189,SAMANCO,COQUI II,Tradicional,40.0,13.0,20.52,2019,2019-I,1
146187,SAMANCO,COQUI XII,Tradicional,7.000000000000001,11.0,20.44,2019,2019-I,1
146183,SAMANCO,SAN JUDAS II,Tradicional,14.000000000000002,11.0,19.13,2019,2019-I,1
146185,SAMANCO,MACABI 9,Tradicional,16.0,10.0,23.38,2019,2019-I,1
146188,SAMANCO,MACABI 5,Tradicional,18.0,9.0,20.32,2019,2019-I,1
146121,SUPE,TASA 23,Tradicional,68.0,10.0,17.17,2019,2019-I,2
146118,SUPE,TASA 111,Tradicional,31.0,14.0,20.59,2019,2019-I,3
146125,SUPE,TASA 31,Tradicional,37.0,14.0,19.92,2019,2019-I,3
146127,SUPE,TASA 417,Tradicional,13.0,11.0,19.83,2019,2019-I,3
146197,SUPE,TASA 315,Tradicional,17.0,10.0,18.01,2019,2019-I,3
146120,SUPE,TASA 37,Tradicional,19.0,11.0,20.87,2019,2019-I,2
146122,SUPE,TASA 426,Tradicional,12.0,12.0,17.76,2019,2019-I,2
146119,SUPE,TASA 34,Tradicional,27.0,12.0,21.67,2019,2019-I,3
146130,CALLAO,TASA 413,Tradicional,9.0,10.0,21.38,2019,2019-I,1
146130,CALLAO,TASA 413,Tradicional,1.0,11.0,21.38,2019,2019-I,1
146138,CALLAO,TASA 418,Tradicional,20.0,10.0,19.16,2019,2019-I,2
146133,CALLAO,TASA 414,Tradicional,11.0,10.0,20.34,2019,2019-I,2
146139,CALLAO,TASA 22,Tradicional,8.0,5.0,14.93,2019,2019-I,1
146132,CALLAO,TASA 32,Tradicional,25.0,11.0,20.7,2019,2019-I,3
146135,CALLAO,TASA 420,Tradicional,40.0,11.0,21.65,2019,2019-I,3
146128,CALLAO,TASA 424,Tradicional,50.0,13.0,20.64,2019,2019-I,2
146134,CALLAO,TASA 412,Tradicional,27.0,12.0,21.11,2019,2019-I,2
146137,CALLAO,TASA 415,Tradicional,17.0,5.0,15.99,2019,2019-I,1
146140,CALLAO,ANTICA B,Tradicional,6.0,6.0,17.76,2019,2019-I,1
146026,PISCO SUR,TASA 38,Tradicional,9.0,11.0,17.89,2019,2019-I,1
146030,PISCO SUR,TASA 36,Tradicional,41.0,11.0,18.99,2019,2019-I,3
145925,PISCO SUR,TASA 21,Tradicional,66.0,11.0,18.2,2019,2019-I,2
146112,MALABRIGO,TASA 56,Frio,76.0,25.0,19.1,2019,2019-I,4
146148,MALABRIGO,TASA 427,Frio,65.0,24.0,36.02,2019,2019-I,3
146146,MALABRIGO,TASA 71,Frio,65.0,27.0,26.63,2019,2019-I,4
146136,MALABRIGO,TASA 41,Frio,63.0,30.0,31.49,2019,2019-I,3
146028,MALABRIGO,TASA 314,Tradicional,16.0,7.0,15.29,2019,2019-I,1
146082,MALABRIGO,TASA 59,Frio,56.00000000000001,32.0,34.06,2019,2019-I,4
145956,MALABRIGO,TASA 55,Frio,72.0,57.0,23.91,2019,2019-I,5
146063,MALABRIGO,TASA 210,Tradicional,34.0,14.0,25.48,2019,2019-I,1
146182,MALABRIGO,TASA 220,Tradicional,24.0,14.0,18.79,2019,2019-I,1
146283,MALABRIGO,MARIBEL,Tradicional,85.0,11.0,20.17,2019,2019-I,3
146286,MALABRIGO,MILAGRO DE LUREN 3,Tradicional,76.0,12.0,18.64,2019,2019-I,2
146014,MALABRIGO,TASA 43,Frio,72.0,33.0,38.24,2019,2019-I,3
146280,MALABRIGO,MILAGRO DE CHALPON,Tradicional,56.00000000000001,15.0,21.17,2019,2019-I,3
146285,MALABRIGO,MI HERMINIA,Tradicional,23.0,13.0,21.63,2019,2019-I,2
146279,MALABRIGO,MILAGRO DE LUREN III,Tradicional,18.0,8.0,22.4,2019,2019-I,1
146287,MALABRIGO,MARIA,Tradicional,59.0,13.0,22.74,2019,2019-I,2
146011,MALABRIGO,TASA 44,Frio,77.0,35.0,23.14,2019,2019-I,4
146126,MALABRIGO,TASA 218,Tradicional,41.0,18.0,26.75,2019,2019-I,1
146129,MALABRIGO,TASA 17,Tradicional,19.0,20.0,30.16,2019,2019-I,1
146241,CHIMBOTE,DON TEOFILO,Tradicional,97.0,16.0,35.86,2019,2019-I,3
146243,CHIMBOTE,GUIAME MADRE MIA,Tradicional,96.0,14.0,32.03,2019,2019-I,2
146278,CHIMBOTE,BENDICION DEL SEÑOR,Tradicional,93.0,15.0,32.37,2019,2019-I,4
146258,CHIMBOTE,DON TOMAS,Tradicional,95.0,21.0,35.75,2019,2019-I,4
146277,CHIMBOTE,CRISTO TE AMA YE,Tradicional,91.0,21.0,32.93,2019,2019-I,4
146235,CHIMBOTE,SANTA MARGARITA 2,Tradicional,95.0,14.0,31.03,2019,2019-I,3
146253,CHIMBOTE,MI JUAN,Tradicional,90.0,4.0,27.43,2019,2019-I,1
146232,CHIMBOTE,AURORA MARGARITA 2,Tradicional,93.0,1.0,31.03,2019,2019-I,4
146155,CHIMBOTE,MI BERTITA,Tradicional,88.0,17.0,31.17,2019,2019-I,3
146275,CHIMBOTE,AURELIA,Tradicional,37.0,12.0,32.36,2019,2019-I,3
146255,CHIMBOTE,MARISOL,Tradicional,69.0,22.0,32.51,2019,2019-I,4
146250,CHIMBOTE,MANUEL EDUARDO,Tradicional,72.0,21.0,32.31,2019,2019-I,4
146259,CHIMBOTE,HUACHO 9,Tradicional,45.0,14.0,31.26,2019,2019-I,2
146245,CHIMBOTE,MI JOSE LUIS N 2,Tradicional,103.0,16.0,30.31,2019,2019-I,2
146168,CHIMBOTE,RIMAC,Tradicional,72.0,14.0,29.1,2019,2019-I,3
146230,CHIMBOTE,MODESTO 7,Tradicional,56.99999999999999,11.0,30.17,2019,2019-I,2
146231,CHIMBOTE,MODESTO,Tradicional,63.0,10.0,29.29,2019,2019-I,2
146273,CHIMBOTE,MODESTO 3,Tradicional,93.0,12.0,32.19,2019,2019-I,3
146229,CHIMBOTE,MODESTO 6,Tradicional,97.0,11.0,27.46,2019,2019-I,2
146234,CHIMBOTE,AURORA MARGARITA,Tradicional,28.000000000000004,7.0,22.62,2019,2019-I,1
146252,CHIMBOTE,LORENA,Tradicional,43.0,8.0,26.21,2019,2019-I,2
146249,CHIMBOTE,MI JOSUE,Tradicional,62.0,7.0,26.93,2019,2019-I,1
146237,CHIMBOTE,SAN JUAN BAUTISTA 3,Tradicional,60.0,7.0,19.79,2019,2019-I,1
146238,CHIMBOTE,CARLOS Y EDUARDO,Tradicional,60.0,3.0,27.53,2019,2019-I,1
146254,CHIMBOTE,PALMAR-2,Tradicional,98.0,5.0,27.12,2019,2019-I,1
146256,CHIMBOTE,MI JESUS SANTOS,Tradicional,96.0,5.0,27.31,2019,2019-I,1
146274,CHIMBOTE,SANDRINA,Tradicional,93.0,5.0,27.87,2019,2019-I,1
146184,SUPE,COQUI X,Tradicional,13.0,7.0,17.33,2019,2019-I,2
146200,SUPE,MACABI 10,Tradicional,4.0,8.0,15.43,2019,2019-I,1
146219,SUPE,MACABI 5,Tradicional,15.0,11.0,17.71,2019,2019-I,1
146218,SUPE,MACABI 9,Tradicional,26.0,11.0,22.02,2019,2019-I,1
146276,SUPE,MACABI 1,Tradicional,19.0,10.0,21.65,2019,2019-I,1
146246,SUPE,TASA 315,Tradicional,28.000000000000004,10.0,21.21,2019,2019-I,2
146220,SUPE,SAN JUDAS II,Tradicional,12.0,9.0,20.17,2019,2019-I,1
146198,SUPE,SAN JUDAS,Tradicional,5.0,8.0,21.41,2019,2019-I,1
146251,SUPE,TASA 426,Tradicional,17.0,9.0,19.95,2019,2019-I,2
146225,VEGUETA,TASA 37,Tradicional,40.0,12.0,18.36,2019,2019-I,3
146261,VEGUETA,TASA 34,Tradicional,16.0,13.0,19.25,2019,2019-I,3
146236,VEGUETA,TASA 31,Tradicional,12.0,10.0,17.71,2019,2019-I,2
146244,VEGUETA,TASA 417,Tradicional,11.0,11.0,20.97,2019,2019-I,3
146190,VEGUETA,TASA 310,Tradicional,5.0,6.0,20.48,2019,2019-I,1
146147,VEGUETA,NUEVA ESPERANZA,Tradicional,92.0,12.0,18.43,2019,2019-I,3
146123,VEGUETA,TASA 35,Tradicional,23.0,9.0,21.25,2019,2019-I,2
146170,VEGUETA,SANTA ROSA,Tradicional,13.0,10.0,18.43,2019,2019-I,2
146174,VEGUETA,JAVIER,Tradicional,11.0,10.0,18.62,2019,2019-I,1
146247,VEGUETA,TEO,Tradicional,11.0,10.0,18.34,2019,2019-I,1
146226,VEGUETA,TASA 111,Tradicional,12.0,10.0,20.38,2019,2019-I,1
146222,VEGUETA,TASA 415,Tradicional,19.0,9.0,25.63,2019,2019-I,1
146214,CALLAO,TASA 418,Tradicional,28.000000000000004,9.0,14.03,2019,2019-I,2
146213,CALLAO,TASA 420,Tradicional,92.0,9.0,16.97,2019,2019-I,2
146211,CALLAO,TASA 414,Tradicional,34.0,9.0,15.3,2019,2019-I,2
146227,CALLAO,TASA 412,Tradicional,30.0,9.0,15.32,2019,2019-I,2
146221,CALLAO,TASA 424,Tradicional,25.0,11.0,19.26,2019,2019-I,3
146216,CALLAO,TASA 32,Tradicional,21.0,11.0,20.21,2019,2019-I,3
146143,CALLAO,CARMEN JUDITH 2,Tradicional,5.0,11.0,21.22,2019,2019-I,2
146215,CALLAO,TASA 36,Tradicional,92.0,13.0,21.18,2019,2019-I,2
146145,CALLAO,CARMEN JUDITH 5,Tradicional,1.0,9.0,17.88,2019,2019-I,1
146191,CALLAO,CARMEN JUDITH 4,Tradicional,8.0,13.0,21.43,2019,2019-I,1
146141,CALLAO,TINO,Tradicional,8.0,12.0,21.29,2019,2019-I,1
146217,CALLAO,ANTICA B,Tradicional,3.0,9.0,19.12,2019,2019-I,1
146142,CALLAO,ZORRITOS 2,Tradicional,40.0,17.0,24.64,2019,2019-I,4
146233,CALLAO,TASA 21,Tradicional,38.0,12.0,21.88,2019,2019-I,1
146212,MALABRIGO,TASA 419,Frio,72.0,21.0,23.76,2019,2019-I,3
146386,MALABRIGO,MARIA MAGALY,Tradicional,88.0,9.0,15.63,2019,2019-I,1
146382,MALABRIGO,MILAGRO DE LUREN III,Tradicional,70.0,4.0,16.17,2019,2019-I,1
146378,MALABRIGO,MARIBEL,Tradicional,91.0,7.0,16.1,2019,2019-I,1
146224,MALABRIGO,COQUI II,Tradicional,87.0,14.0,21.9,2019,2019-I,3
146265,MALABRIGO,TASA 61,Frio,52.0,17.0,17.63,2019,2019-I,3
146377,MALABRIGO,MILAGRO DE CHALPON,Tradicional,78.0,11.0,19.7,2019,2019-I,2
146186,MALABRIGO,COQUI VI,Tradicional,97.0,11.0,18.89,2019,2019-I,2
146368,MALABRIGO,MACABI 9,Tradicional,50.0,12.0,19.12,2019,2019-I,3
146381,MALABRIGO,MARIA,Tradicional,93.0,9.0,21.3,2019,2019-I,1
146380,MALABRIGO,MI HERMINIA,Tradicional,97.0,13.0,18.73,2019,2019-I,2
146194,MALABRIGO,COQUI IX,Tradicional,51.0,16.0,20.07,2019,2019-I,3
146199,MALABRIGO,MALAGA 1,Tradicional,65.0,16.0,20.58,2019,2019-I,4
146223,MALABRIGO,COQUI XII,Tradicional,47.0,17.0,21.13,2019,2019-I,3
146388,MALABRIGO,MILAGRO DE NOE,Tradicional,96.0,15.0,21.43,2019,2019-I,2
146289,MALABRIGO,TASA 42,Frio,69.0,24.0,26.11,2019,2019-I,4
146395,MALABRIGO,SANTOS LIBORIO,Tradicional,95.0,14.0,26.95,2019,2019-I,1
146393,MALABRIGO,MARIA SIXTA 3,Tradicional,89.0,16.0,24.19,2019,2019-I,3
146394,MALABRIGO,ARBOLITO DE NAVIDAD V,Tradicional,90.0,14.0,25.23,2019,2019-I,1
146396,MALABRIGO,MARIA FELICITA,Tradicional,92.0,17.0,37.4,2019,2019-I,4
146374,MALABRIGO,TASA 427,Frio,12.0,10.0,17.18,2019,2019-I,1
146397,MALABRIGO,ARCA DE NOE IV,Tradicional,92.0,17.0,25.49,2019,2019-I,2
146284,MALABRIGO,TASA 54,Frio,70.0,31.0,20.41,2019,2019-I,5
146290,MALABRIGO,TASA 53,Frio,63.0,30.0,19.87,2019,2019-I,4
146361,CHIMBOTE,GUIAME MADRE MIA,Tradicional,98.0,12.0,26.32,2019,2019-I,1
146358,CHIMBOTE,TASA 218,Tradicional,61.0,10.0,24.27,2019,2019-I,2
146339,CHIMBOTE,SAN JUAN BAUTISTA 3,Tradicional,89.0,20.0,36.81,2019,2019-I,2
146353,CHIMBOTE,AURORA MARGARITA 2,Tradicional,149.0,11.0,37.88,2019,2019-I,1
146300,CHIMBOTE,TASA 314,Tradicional,5.0,8.0,23.98,2019,2019-I,1
146376,CHIMBOTE,TERESA,Tradicional,92.0,18.0,31.82,2019,2019-I,3
146354,CHIMBOTE,SANTA MARGARITA 2,Tradicional,96.0,11.0,30.58,2019,2019-I,2
146350,CHIMBOTE,AURELIA,Tradicional,68.0,14.0,27.33,2019,2019-I,3
146352,CHIMBOTE,CRISTO TE AMA YE,Tradicional,85.0,9.0,26.25,2019,2019-I,1
146351,CHIMBOTE,MI BERTITA,Tradicional,83.0,8.0,25.18,2019,2019-I,1
146337,CHIMBOTE,MODESTO,Tradicional,66.0,11.0,29.61,2019,2019-I,2
146349,CHIMBOTE,MARISOL,Tradicional,67.0,12.0,29.63,2019,2019-I,2
146355,CHIMBOTE,DON TOMAS,Tradicional,77.0,8.0,26.51,2019,2019-I,2
146335,CHIMBOTE,MODESTO 6,Tradicional,84.0,12.0,29.74,2019,2019-I,3
146336,CHIMBOTE,MODESTO 7,Tradicional,97.0,9.0,29.71,2019,2019-I,1
146341,CHIMBOTE,MI JOSUE,Tradicional,102.0,17.0,37.26,2019,2019-I,4
146333,CHIMBOTE,RIMAC,Tradicional,93.0,10.0,28.63,2019,2019-I,1
146372,CHIMBOTE,ISABEL II,Tradicional,84.0,13.0,31.43,2019,2019-I,3
146332,CHIMBOTE,HUACHO 9,Tradicional,62.0,9.0,32.13,2019,2019-I,2
146334,CHIMBOTE,MODESTO 3,Tradicional,94.0,10.0,30.97,2019,2019-I,3
146248,CHIMBOTE,JESUS ES LUZ Y VIDA 2,Tradicional,102.0,13.0,30.45,2019,2019-I,3
146347,CHIMBOTE,MI JOSE LUIS N 2,Tradicional,86.0,6.0,24.66,2019,2019-I,1
146344,CHIMBOTE,MI JESUS SANTOS,Tradicional,96.0,6.0,34.44,2019,2019-I,1
146338,CHIMBOTE,AURORA MARGARITA,Tradicional,79.0,12.0,29.38,2019,2019-I,3
146345,CHIMBOTE,SANDRINA,Tradicional,76.0,11.0,29.3,2019,2019-I,3
146346,CHIMBOTE,MANUEL EDUARDO,Tradicional,68.0,8.0,22.58,2019,2019-I,2
146342,CHIMBOTE,PALMAR-2,Tradicional,96.0,11.0,30.69,2019,2019-I,3
146362,CHIMBOTE,JORGE II,Tradicional,43.0,8.0,27.58,2019,2019-I,2
146340,CHIMBOTE,LORENA,Tradicional,78.0,9.0,30.05,2019,2019-I,3
146297,CALLAO,TASA 35,Tradicional,89.0,20.0,33.38,2019,2019-I,4
146324,CALLAO,TASA 21,Tradicional,44.0,17.0,33.18,2019,2019-I,2
146385,CALLAO,TASA 36,Tradicional,90.0,18.0,32.19,2019,2019-I,2
146228,CALLAO,TASA 23,Tradicional,77.0,17.0,28.57,2019,2019-I,3
146312,CALLAO,TASA 414,Tradicional,77.0,15.0,27.96,2019,2019-I,2
146298,CALLAO,TASA 34,Tradicional,76.0,12.0,22.73,2019,2019-I,2
146292,CALLAO,TASA 426,Tradicional,77.0,11.0,22.95,2019,2019-I,2
146305,CALLAO,TASA 418,Tradicional,52.0,14.0,23.19,2019,2019-I,3
146303,CALLAO,TASA 412,Tradicional,84.0,14.0,22.58,2019,2019-I,3
146296,CALLAO,TASA 310,Tradicional,78.0,9.0,18.23,2019,2019-I,1
146318,CALLAO,TASA 32,Tradicional,57.99999999999999,10.0,19.22,2019,2019-I,2
146311,CALLAO,TASA 37,Tradicional,70.0,17.0,32.99,2019,2019-I,2
146302,CALLAO,TASA 31,Tradicional,43.0,18.0,31.86,2019,2019-I,3
146262,PISCO NORTE,TASA 416,Tradicional,49.0,11.0,26.43,2019,2019-I,4
146299,PISCO NORTE,TASA 417,Tradicional,43.0,8.0,24.43,2019,2019-I,2
146306,PISCO NORTE,TASA 420,Tradicional,72.0,13.0,27.62,2019,2019-I,3
146321,PISCO NORTE,CARMEN JUDITH 4,Tradicional,86.0,10.0,24.5,2019,2019-I,1
146320,PISCO NORTE,CARMEN JUDITH 3,Tradicional,50.0,16.0,28.67,2019,2019-I,2
